state	district	crop	Variety	Year	Season	fhp
AP	Nalgonda	Ragi	-	2008-09	Kharif	
AP	Nalgonda	Ragi	-	2008-09	Rabi	
AP	Nalgonda	Ragi	-	2009-10	-	
AP	Nalgonda	Ragi	-	2009-10	Kharif	
AP	Nalgonda	Ragi	-	2009-10	Rabi	
AP	Nalgonda	Ragi	-	2010-11	-	
AP	Nalgonda	Ragi	-	2010-11	Kharif	
AP	Nalgonda	Ragi	-	2010-11	Rabi	
AP	Nalgonda	Sesamum	-	2008-09	-	2665
AP	Nalgonda	Sesamum	-	2008-09	Kharif	2665
AP	Nalgonda	Sesamum	-	2008-09	Rabi	
AP	Nalgonda	Sesamum	-	2009-10	-	3828
AP	Nalgonda	Sesamum	-	2009-10	Kharif	3828
AP	Nalgonda	Sesamum	-	2009-10	Rabi	
AP	Nalgonda	Sesamum	-	2010-11	-	3592
AP	Nalgonda	Sesamum	-	2010-11	Kharif	3592
AP	Nalgonda	Sesamum	-	2010-11	Rabi	
AP	Nalgonda	Sugar Raw	-	2008-09	-	1301
AP	Nalgonda	Sugar Raw	-	2008-09	Kharif	1301
AP	Nalgonda	Sugar Raw	-	2009-10	-	2089
AP	Nalgonda	Sugar Raw	-	2009-10	Kharif	2089
AP	Nalgonda	Sugar Raw	-	2010-11	-	2069
AP	Nalgonda	Sugar Raw	-	2010-11	Kharif	2069
AP	Nalgonda	Tobacco	-	2008-09	-	
AP	Nalgonda	Tobacco	-	2008-09	Rabi	
AP	Nalgonda	Tobacco	-	2009-10	-	
AP	Nalgonda	Tobacco	-	2010-11	-	
AP	Nalgonda	Tobacco	-	2010-11	Rabi	
AP	Nalgonda	Tur Arhar	-	2008-09	-	2591
AP	Nalgonda	Tur Arhar	-	2008-09	Kharif	2591
AP	Nalgonda	Tur Arhar	-	2009-10	-	3474
AP	Nalgonda	Tur Arhar	-	2009-10	Kharif	3452
AP	Nalgonda	Tur Arhar	-	2009-10	Rabi	3616
AP	Nalgonda	Tur Arhar	-	2010-11	-	3355
AP	Nalgonda	Tur Arhar	-	2010-11	Kharif	3355
AP	Nalgonda	Tur Arhar	-	2010-11	Rabi	
AP	Nalgonda	Turmeric	-	2008-09	-	
AP	Nalgonda	Turmeric	-	2008-09	Kharif	
AP	Nalgonda	Turmeric	-	2009-10	-	
AP	Nalgonda	Turmeric	-	2009-10	Kharif	
AP	Nalgonda	Turmeric	-	2010-11	-	
AP	Nalgonda	Turmeric	-	2010-11	Kharif	
AP	Nellore	Bajra	-	2008-09	-	630
AP	Nellore	Bajra	-	2008-09	Kharif	630
AP	Nellore	Bajra	-	2008-09	Rabi	
AP	Nellore	Bajra	-	2009-10	-	806
AP	Nellore	Bajra	-	2009-10	Kharif	806
AP	Nellore	Bajra	-	2009-10	Rabi	
AP	Nellore	Bajra	-	2010-11	-	842
AP	Nellore	Bajra	-	2010-11	Kharif	841
AP	Nellore	Bajra	-	2010-11	Rabi	876
AP	Nellore	CasterSeed	-	2008-09	-	
AP	Nellore	CasterSeed	-	2008-09	Kharif	
AP	Nellore	CasterSeed	-	2009-10	-	
AP	Nellore	CasterSeed	-	2009-10	Kharif	
AP	Nellore	CasterSeed	-	2010-11	-	
AP	Nellore	CasterSeed	-	2010-11	Kharif	
AP	Nellore	CasterSeed	-	2010-11	Rabi	
AP	Nellore	Chilly	-	2008-09	Rabi	5370
AP	Nellore	Chilly	Dry	2008-09	-	5320
AP	Nellore	Chilly	Dry	2008-09	Kharif	4685
AP	Nellore	Chilly	Dry	2009-10	-	4967
AP	Nellore	Chilly	Dry	2009-10	Kharif	
AP	Nellore	Chilly	Dry	2009-10	Rabi	4967
AP	Nellore	Chilly	Dry	2010-11	-	7963
AP	Nellore	Chilly	Dry	2010-11	Kharif	
AP	Nellore	Chilly	Dry	2010-11	Rabi	7963
AP	Nellore	Cotton	-	2008-09	-	2571
AP	Nellore	Cotton	-	2008-09	Kharif	2571
AP	Nellore	Cotton	-	2009-10	-	2449
AP	Nellore	Cotton	-	2009-10	Kharif	2449
AP	Nellore	Cotton	-	2010-11	-	3172
AP	Nellore	Cotton	-	2010-11	Kharif	3172
AP	Nellore	Gram	-	2008-09	-	3027
AP	Nellore	Gram	-	2008-09	Rabi	3027
AP	Nellore	Gram	-	2009-10	-	2889
AP	Nellore	Gram	-	2009-10	Rabi	2889
AP	Nellore	Gram	-	2010-11	-	3313
AP	Nellore	Gram	-	2010-11	Rabi	3313
AP	Nellore	Ground Nut	-	2008-09	-	2410
AP	Nellore	Ground Nut	-	2008-09	Kharif	2346
AP	Nellore	Ground Nut	-	2008-09	Rabi	2489
AP	Nellore	Ground Nut	-	2009-10	-	2383
AP	Nellore	Ground Nut	-	2009-10	Kharif	2131
AP	Nellore	Ground Nut	-	2009-10	Rabi	2581
AP	Nellore	Ground Nut	-	2010-11	-	3120
AP	Nellore	Ground Nut	-	2010-11	Kharif	2699
AP	Nellore	Ground Nut	-	2010-11	Rabi	3601
AP	Nellore	Jowar	-	2008-09	-	838
AP	Nellore	Jowar	-	2008-09	Kharif	
AP	Nellore	Jowar	-	2008-09	Rabi	838
AP	Nellore	Jowar	-	2009-10	-	
AP	Nellore	Jowar	-	2009-10	Kharif	
AP	Nellore	Jowar	-	2009-10	Rabi	
AP	Nellore	Jowar	-	2010-11	-	
AP	Nellore	Jowar	-	2010-11	Kharif	
AP	Nellore	Jowar	-	2010-11	Rabi	
AP	Nellore	Maize	-	2008-09	-	783
AP	Nellore	Maize	-	2008-09	Kharif	841
AP	Nellore	Maize	-	2008-09	Rabi	778
AP	Nellore	Maize	-	2009-10	-	944
AP	Nellore	Maize	-	2009-10	Kharif	880
AP	Nellore	Maize	-	2009-10	Rabi	953
AP	Nellore	Maize	-	2010-11	-	1130
AP	Nellore	Maize	-	2010-11	Kharif	954
AP	Nellore	Maize	-	2010-11	Rabi	1137
AP	Nellore	Mesta	-	2008-09	-	
AP	Nellore	Mesta	-	2008-09	Kharif	
AP	Nellore	Mesta	-	2009-10	-	
AP	Nellore	Mesta	-	2009-10	Kharif	
AP	Nellore	Mesta	-	2010-11	-	
AP	Nellore	Mesta	-	2010-11	Kharif	
AP	Nellore	Paddy	-	2008-09	-	913
AP	Nellore	Paddy	-	2008-09	Kharif	762
AP	Nellore	Paddy	-	2008-09	Rabi	959
AP	Nellore	Paddy	-	2009-10	-	1017
AP	Nellore	Paddy	-	2009-10	Kharif	960
AP	Nellore	Paddy	-	2009-10	Rabi	1033
AP	Nellore	Paddy	-	2010-11	-	907
AP	Nellore	Paddy	-	2010-11	Kharif	898
AP	Nellore	Paddy	-	2010-11	Rabi	910
AP	Nellore	Ragi	-	2008-09	-	993
AP	Nellore	Ragi	-	2008-09	Kharif	
AP	Nellore	Ragi	-	2008-09	Rabi	993
AP	Nellore	Ragi	-	2009-10	-	1022
AP	Nellore	Ragi	-	2009-10	Kharif	992
AP	Nellore	Ragi	-	2009-10	Rabi	1033
AP	Nellore	Ragi	-	2010-11	-	
AP	Nellore	Ragi	-	2010-11	Kharif	
AP	Nellore	Ragi	-	2010-11	Rabi	
AP	Nellore	Sesamum	-	2008-09	-	2672
AP	Nellore	Sesamum	-	2008-09	Kharif	2532
AP	Nellore	Sesamum	-	2008-09	Rabi	3525
AP	Nellore	Sesamum	-	2009-10	-	3536
AP	Nellore	Sesamum	-	2009-10	Kharif	3698
AP	Nellore	Sesamum	-	2009-10	Rabi	3481
AP	Nellore	Sesamum	-	2010-11	-	2685
AP	Nellore	Sesamum	-	2010-11	Kharif	2666
AP	Nellore	Sesamum	-	2010-11	Rabi	3527
AP	Nellore	Sugar Raw	-	2008-09	-	1425
AP	Nellore	Sugar Raw	-	2008-09	Kharif	1425
AP	Nellore	Sugar Raw	-	2009-10	-	2790
AP	Nellore	Sugar Raw	-	2009-10	Kharif	2790
AP	Nellore	Sugar Raw	-	2010-11	-	2050
AP	Nellore	Sugar Raw	-	2010-11	Kharif	2050
AP	Nellore	Tobacco	-	2008-09	-	9813
AP	Nellore	Tobacco	-	2008-09	Rabi	9813
AP	Nellore	Tobacco	-	2009-10	-	1103
AP	Nellore	Tobacco	-	2010-11	-	11323
AP	Nellore	Tobacco	-	2010-11	Rabi	11323
AP	Nellore	Tur Arhar	-	2008-09	-	3135
AP	Nellore	Tur Arhar	-	2008-09	Kharif	3135
AP	Nellore	Tur Arhar	-	2009-10	-	3698
AP	Nellore	Tur Arhar	-	2009-10	Kharif	3702
AP	Nellore	Tur Arhar	-	2009-10	Rabi	3616
AP	Nellore	Tur Arhar	-	2010-11	-	4273
AP	Nellore	Tur Arhar	-	2010-11	Kharif	4385
AP	Nellore	Tur Arhar	-	2010-11	Rabi	3314
AP	Nellore	Turmeric	-	2008-09	-	4766
AP	Nellore	Turmeric	-	2008-09	Kharif	4766
AP	Nellore	Turmeric	-	2009-10	-	13238
AP	Nellore	Turmeric	-	2009-10	Kharif	13238
AP	Nellore	Turmeric	-	2010-11	-	6758
AP	Nellore	Turmeric	-	2010-11	Kharif	6758
AP	Nizamabad	Bajra	-	2008-09	-	1741
AP	Nizamabad	Bajra	-	2008-09	Kharif	
AP	Nizamabad	Bajra	-	2008-09	Rabi	1741
AP	Nizamabad	Bajra	-	2009-10	-	928
AP	Nizamabad	Bajra	-	2009-10	Kharif	
AP	Nizamabad	Bajra	-	2009-10	Rabi	928
AP	Nizamabad	Bajra	-	2010-11	-	3526
AP	Nizamabad	Bajra	-	2010-11	Kharif	
AP	Nizamabad	Bajra	-	2010-11	Rabi	3526
AP	Nizamabad	CasterSeed	-	2008-09	-	
AP	Nizamabad	CasterSeed	-	2008-09	Kharif	
AP	Nizamabad	CasterSeed	-	2009-10	-	
AP	Nizamabad	CasterSeed	-	2009-10	Kharif	
AP	Nizamabad	CasterSeed	-	2010-11	-	
AP	Nizamabad	CasterSeed	-	2010-11	Kharif	
AP	Nizamabad	CasterSeed	-	2010-11	Rabi	
AP	Nizamabad	Chilly	-	2008-09	Rabi	6336
AP	Nizamabad	Chilly	Dry	2008-09	-	6295
AP	Nizamabad	Chilly	Dry	2008-09	Kharif	6243
AP	Nizamabad	Chilly	Dry	2009-10	-	6390
AP	Nizamabad	Chilly	Dry	2009-10	Kharif	6406
AP	Nizamabad	Chilly	Dry	2009-10	Rabi	6382
AP	Nizamabad	Chilly	Dry	2010-11	-	7617
AP	Nizamabad	Chilly	Dry	2010-11	Kharif	8987
AP	Nizamabad	Chilly	Dry	2010-11	Rabi	6382
AP	Nizamabad	Cotton	-	2008-09	-	2705
AP	Nizamabad	Cotton	-	2008-09	Kharif	2705
AP	Nizamabad	Cotton	-	2009-10	-	3057
AP	Nizamabad	Cotton	-	2009-10	Kharif	3057
AP	Nizamabad	Cotton	-	2010-11	-	4310
AP	Nizamabad	Cotton	-	2010-11	Kharif	4310
AP	Nizamabad	Gram	-	2008-09	-	1981
AP	Nizamabad	Gram	-	2008-09	Rabi	1981
AP	Nizamabad	Gram	-	2009-10	-	1719
AP	Nizamabad	Gram	-	2009-10	Rabi	1719
AP	Nizamabad	Gram	-	2010-11	-	1872
AP	Nizamabad	Gram	-	2010-11	Rabi	1872
AP	Nizamabad	Ground Nut	-	2008-09	-	2408
AP	Nizamabad	Ground Nut	-	2008-09	Kharif	
AP	Nizamabad	Ground Nut	-	2008-09	Rabi	2408
AP	Nizamabad	Ground Nut	-	2009-10	-	2505
AP	Nizamabad	Ground Nut	-	2009-10	Kharif	
AP	Nizamabad	Ground Nut	-	2009-10	Rabi	2505
AP	Nizamabad	Ground Nut	-	2010-11	-	3651
AP	Nizamabad	Ground Nut	-	2010-11	Kharif	
AP	Nizamabad	Ground Nut	-	2010-11	Rabi	3651
AP	Nizamabad	Jowar	-	2008-09	-	1072
AP	Nizamabad	Jowar	-	2008-09	Kharif	795
AP	Nizamabad	Jowar	-	2008-09	Rabi	1123
AP	Nizamabad	Jowar	-	2009-10	-	1080
AP	Nizamabad	Jowar	-	2009-10	Kharif	1493
AP	Nizamabad	Jowar	-	2009-10	Rabi	1018
AP	Nizamabad	Jowar	-	2010-11	-	1897
AP	Nizamabad	Jowar	-	2010-11	Kharif	1671
AP	Nizamabad	Jowar	-	2010-11	Rabi	2016
AP	Nizamabad	Maize	-	2008-09	-	815
AP	Nizamabad	Maize	-	2008-09	Kharif	822
AP	Nizamabad	Maize	-	2008-09	Rabi	799
AP	Nizamabad	Maize	-	2009-10	-	843
AP	Nizamabad	Maize	-	2009-10	Kharif	832
AP	Nizamabad	Maize	-	2009-10	Rabi	886
AP	Nizamabad	Maize	-	2010-11	-	938
AP	Nizamabad	Maize	-	2010-11	Kharif	881
AP	Nizamabad	Maize	-	2010-11	Rabi	1167
AP	Nizamabad	Mesta	-	2008-09	-	
AP	Nizamabad	Mesta	-	2008-09	Kharif	
AP	Nizamabad	Mesta	-	2009-10	-	
AP	Nizamabad	Mesta	-	2009-10	Kharif	
AP	Nizamabad	Mesta	-	2010-11	-	
AP	Nizamabad	Mesta	-	2010-11	Kharif	
AP	Nizamabad	Paddy	-	2008-09	-	893
AP	Nizamabad	Paddy	-	2008-09	Kharif	890
AP	Nizamabad	Paddy	-	2008-09	Rabi	898
AP	Nizamabad	Paddy	-	2009-10	-	950
AP	Nizamabad	Paddy	-	2009-10	Kharif	944
AP	Nizamabad	Paddy	-	2009-10	Rabi	960
AP	Nizamabad	Paddy	-	2010-11	-	906
AP	Nizamabad	Paddy	-	2010-11	Kharif	956
AP	Nizamabad	Paddy	-	2010-11	Rabi	855
AP	Nizamabad	Ragi	-	2008-09	-	
AP	Nizamabad	Ragi	-	2008-09	Kharif	
AP	Nizamabad	Ragi	-	2008-09	Rabi	
AP	Nizamabad	Ragi	-	2009-10	-	
AP	Nizamabad	Ragi	-	2009-10	Kharif	
AP	Nizamabad	Ragi	-	2009-10	Rabi	
AP	Nizamabad	Ragi	-	2010-11	-	
AP	Nizamabad	Ragi	-	2010-11	Kharif	
AP	Nizamabad	Ragi	-	2010-11	Rabi	
AP	Nizamabad	Sesamum	-	2008-09	-	3655
AP	Nizamabad	Sesamum	-	2008-09	Kharif	
AP	Nizamabad	Sesamum	-	2008-09	Rabi	3655
AP	Nizamabad	Sesamum	-	2009-10	-	3688
AP	Nizamabad	Sesamum	-	2009-10	Kharif	
AP	Nizamabad	Sesamum	-	2009-10	Rabi	3688
AP	Nizamabad	Sesamum	-	2010-11	-	3688
AP	Nizamabad	Sesamum	-	2010-11	Kharif	
AP	Nizamabad	Sesamum	-	2010-11	Rabi	3688
AP	Nizamabad	Sugar Raw	-	2008-09	-	1221
AP	Nizamabad	Sugar Raw	-	2008-09	Kharif	1221
AP	Nizamabad	Sugar Raw	-	2009-10	-	1983
AP	Nizamabad	Sugar Raw	-	2009-10	Kharif	1983
AP	Nizamabad	Sugar Raw	-	2010-11	-	1913
AP	Nizamabad	Sugar Raw	-	2010-11	Kharif	1913
AP	Nizamabad	Tobacco	-	2008-09	-	
AP	Nizamabad	Tobacco	-	2008-09	Rabi	
AP	Nizamabad	Tobacco	-	2009-10	-	
AP	Nizamabad	Tobacco	-	2010-11	-	5291
AP	Nizamabad	Tobacco	-	2010-11	Rabi	5291
AP	Nizamabad	Tur Arhar	-	2008-09	-	2171
AP	Nizamabad	Tur Arhar	-	2008-09	Kharif	2171
AP	Nizamabad	Tur Arhar	-	2009-10	-	4814
AP	Nizamabad	Tur Arhar	-	2009-10	Kharif	4977
AP	Nizamabad	Tur Arhar	-	2009-10	Rabi	3616
AP	Nizamabad	Tur Arhar	-	2010-11	-	3511
AP	Nizamabad	Tur Arhar	-	2010-11	Kharif	3511
AP	Nizamabad	Tur Arhar	-	2010-11	Rabi	
AP	Nizamabad	Turmeric	-	2008-09	-	3296
AP	Nizamabad	Turmeric	-	2008-09	Kharif	3296
AP	Nizamabad	Turmeric	-	2009-10	-	9240
AP	Nizamabad	Turmeric	-	2009-10	Kharif	9240
AP	Nizamabad	Turmeric	-	2010-11	-	12950
AP	Nizamabad	Turmeric	-	2010-11	Kharif	12950
AP	Prakasam	Bajra	-	2008-09	-	871
AP	Prakasam	Bajra	-	2008-09	Kharif	871
AP	Prakasam	Bajra	-	2008-09	Rabi	
AP	Prakasam	Bajra	-	2009-10	-	842
AP	Prakasam	Bajra	-	2009-10	Kharif	833
AP	Prakasam	Bajra	-	2009-10	Rabi	950
AP	Prakasam	Bajra	-	2010-11	-	838
AP	Prakasam	Bajra	-	2010-11	Kharif	836
AP	Prakasam	Bajra	-	2010-11	Rabi	876
AP	Prakasam	CasterSeed	-	2008-09	-	2619
AP	Prakasam	CasterSeed	-	2008-09	Kharif	2619
AP	Prakasam	CasterSeed	-	2009-10	-	2513
AP	Prakasam	CasterSeed	-	2009-10	Kharif	2588
AP	Prakasam	CasterSeed	-	2010-11	-	3969
AP	Prakasam	CasterSeed	-	2010-11	Kharif	4020
AP	Prakasam	CasterSeed	-	2010-11	Rabi	3301
AP	Prakasam	Chilly	-	2008-09	Rabi	4703
AP	Prakasam	Chilly	Dry	2008-09	-	4982
AP	Prakasam	Chilly	Dry	2008-09	Kharif	5202
AP	Prakasam	Chilly	Dry	2009-10	-	4403
AP	Prakasam	Chilly	Dry	2009-10	Kharif	4552
AP	Prakasam	Chilly	Dry	2009-10	Rabi	4249
AP	Prakasam	Chilly	Dry	2010-11	-	8094
AP	Prakasam	Chilly	Dry	2010-11	Kharif	8060
AP	Prakasam	Chilly	Dry	2010-11	Rabi	8150
AP	Prakasam	Cotton	-	2008-09	-	2632
AP	Prakasam	Cotton	-	2008-09	Kharif	2632
AP	Prakasam	Cotton	-	2009-10	-	2801
AP	Prakasam	Cotton	-	2009-10	Kharif	2801
AP	Prakasam	Cotton	-	2010-11	-	4724
AP	Prakasam	Cotton	-	2010-11	Kharif	4724
AP	Prakasam	Gram	-	2008-09	-	2277
AP	Prakasam	Gram	-	2008-09	Rabi	2277
AP	Prakasam	Gram	-	2009-10	-	2064
AP	Prakasam	Gram	-	2009-10	Rabi	2064
AP	Prakasam	Gram	-	2010-11	-	2628
AP	Prakasam	Gram	-	2010-11	Rabi	2628
AP	Prakasam	Ground Nut	-	2008-09	-	2260
AP	Prakasam	Ground Nut	-	2008-09	Kharif	2731
AP	Prakasam	Ground Nut	-	2008-09	Rabi	2255
AP	Prakasam	Ground Nut	-	2009-10	-	2873
AP	Prakasam	Ground Nut	-	2009-10	Kharif	2489
AP	Prakasam	Ground Nut	-	2009-10	Rabi	2920
AP	Prakasam	Ground Nut	-	2010-11	-	3333
AP	Prakasam	Ground Nut	-	2010-11	Kharif	3256
AP	Prakasam	Ground Nut	-	2010-11	Rabi	3335
AP	Prakasam	Jowar	-	2008-09	-	840
AP	Prakasam	Jowar	-	2008-09	Kharif	860
AP	Prakasam	Jowar	-	2008-09	Rabi	838
AP	Prakasam	Jowar	-	2009-10	-	1452
AP	Prakasam	Jowar	-	2009-10	Kharif	898
AP	Prakasam	Jowar	-	2009-10	Rabi	1468
AP	Prakasam	Jowar	-	2010-11	-	1394
AP	Prakasam	Jowar	-	2010-11	Kharif	1764
AP	Prakasam	Jowar	-	2010-11	Rabi	1383
AP	Prakasam	Maize	-	2008-09	-	789
AP	Prakasam	Maize	-	2008-09	Kharif	841
AP	Prakasam	Maize	-	2008-09	Rabi	778
AP	Prakasam	Maize	-	2009-10	-	952
AP	Prakasam	Maize	-	2009-10	Kharif	880
AP	Prakasam	Maize	-	2009-10	Rabi	953
AP	Prakasam	Maize	-	2010-11	-	1125
AP	Prakasam	Maize	-	2010-11	Kharif	940
AP	Prakasam	Maize	-	2010-11	Rabi	1129
AP	Prakasam	Mesta	-	2008-09	-	
AP	Prakasam	Mesta	-	2008-09	Kharif	
AP	Prakasam	Mesta	-	2009-10	-	
AP	Prakasam	Mesta	-	2009-10	Kharif	
AP	Prakasam	Mesta	-	2010-11	-	
AP	Prakasam	Mesta	-	2010-11	Kharif	
AP	Prakasam	Paddy	-	2008-09	-	955
AP	Prakasam	Paddy	-	2008-09	Kharif	1127
AP	Prakasam	Paddy	-	2008-09	Rabi	864
AP	Prakasam	Paddy	-	2009-10	-	972
AP	Prakasam	Paddy	-	2009-10	Kharif	1047
AP	Prakasam	Paddy	-	2009-10	Rabi	948
AP	Prakasam	Paddy	-	2010-11	-	972
AP	Prakasam	Paddy	-	2010-11	Kharif	961
AP	Prakasam	Paddy	-	2010-11	Rabi	976
AP	Prakasam	Ragi	-	2008-09	-	993
AP	Prakasam	Ragi	-	2008-09	Kharif	
AP	Prakasam	Ragi	-	2008-09	Rabi	993
AP	Prakasam	Ragi	-	2009-10	-	1031
AP	Prakasam	Ragi	-	2009-10	Kharif	992
AP	Prakasam	Ragi	-	2009-10	Rabi	1033
AP	Prakasam	Ragi	-	2010-11	-	1511
AP	Prakasam	Ragi	-	2010-11	Kharif	
AP	Prakasam	Ragi	-	2010-11	Rabi	1511
AP	Prakasam	Sesamum	-	2008-09	-	3714
AP	Prakasam	Sesamum	-	2008-09	Kharif	3714
AP	Prakasam	Sesamum	-	2008-09	Rabi	
AP	Prakasam	Sesamum	-	2009-10	-	3575
AP	Prakasam	Sesamum	-	2009-10	Kharif	3587
AP	Prakasam	Sesamum	-	2009-10	Rabi	3481
AP	Prakasam	Sesamum	-	2010-11	-	3158
AP	Prakasam	Sesamum	-	2010-11	Kharif	3092
AP	Prakasam	Sesamum	-	2010-11	Rabi	3527
AP	Prakasam	Sugar Raw	-	2008-09	-	1425
AP	Prakasam	Sugar Raw	-	2008-09	Kharif	1425
AP	Prakasam	Sugar Raw	-	2009-10	-	2790
AP	Prakasam	Sugar Raw	-	2009-10	Kharif	2790
AP	Prakasam	Sugar Raw	-	2010-11	-	2030
AP	Prakasam	Sugar Raw	-	2010-11	Kharif	2030
AP	Prakasam	Tobacco	-	2008-09	-	10448
AP	Prakasam	Tobacco	-	2008-09	Rabi	10448
AP	Prakasam	Tobacco	-	2009-10	-	9789
AP	Prakasam	Tobacco	-	2010-11	-	10432
AP	Prakasam	Tobacco	-	2010-11	Rabi	10432
AP	Prakasam	Tur Arhar	-	2008-09	-	3135
AP	Prakasam	Tur Arhar	-	2008-09	Kharif	3135
AP	Prakasam	Tur Arhar	-	2009-10	-	3668
AP	Prakasam	Tur Arhar	-	2009-10	Kharif	3668
AP	Prakasam	Tur Arhar	-	2009-10	Rabi	3616
AP	Prakasam	Tur Arhar	-	2010-11	-	3228
AP	Prakasam	Tur Arhar	-	2010-11	Kharif	3228
AP	Prakasam	Tur Arhar	-	2010-11	Rabi	
AP	Prakasam	Turmeric	-	2008-09	-	4766
AP	Prakasam	Turmeric	-	2008-09	Kharif	4766
AP	Prakasam	Turmeric	-	2009-10	-	13238
AP	Prakasam	Turmeric	-	2009-10	Kharif	13238
AP	Prakasam	Turmeric	-	2010-11	-	6758
AP	Prakasam	Turmeric	-	2010-11	Kharif	6758
AP	Rangareddi	Bajra	-	2008-09	-	779
AP	Rangareddi	Bajra	-	2008-09	Kharif	779
AP	Rangareddi	Bajra	-	2008-09	Rabi	
AP	Rangareddi	Bajra	-	2009-10	-	1112
AP	Rangareddi	Bajra	-	2009-10	Kharif	1112
AP	Rangareddi	Bajra	-	2009-10	Rabi	
AP	Rangareddi	Bajra	-	2010-11	-	978
AP	Rangareddi	Bajra	-	2010-11	Kharif	978
AP	Rangareddi	Bajra	-	2010-11	Rabi	
AP	Rangareddi	CasterSeed	-	2008-09	-	2121
AP	Rangareddi	CasterSeed	-	2008-09	Kharif	2121
AP	Rangareddi	CasterSeed	-	2009-10	-	2422
AP	Rangareddi	CasterSeed	-	2009-10	Kharif	2422
AP	Rangareddi	CasterSeed	-	2010-11	-	3153
AP	Rangareddi	CasterSeed	-	2010-11	Kharif	3153
AP	Rangareddi	CasterSeed	-	2010-11	Rabi	
AP	Rangareddi	Chilly	-	2008-09	Rabi	5370
AP	Rangareddi	Chilly	Dry	2008-09	-	3990
AP	Rangareddi	Chilly	Dry	2008-09	Kharif	3336
AP	Rangareddi	Chilly	Dry	2009-10	-	6860
AP	Rangareddi	Chilly	Dry	2009-10	Kharif	7121
AP	Rangareddi	Chilly	Dry	2009-10	Rabi	6382
AP	Rangareddi	Chilly	Dry	2010-11	-	4610
AP	Rangareddi	Chilly	Dry	2010-11	Kharif	3336
AP	Rangareddi	Chilly	Dry	2010-11	Rabi	7271
AP	Rangareddi	Cotton	-	2008-09	-	2830
AP	Rangareddi	Cotton	-	2008-09	Kharif	2830
AP	Rangareddi	Cotton	-	2009-10	-	2659
AP	Rangareddi	Cotton	-	2009-10	Kharif	2659
AP	Rangareddi	Cotton	-	2010-11	-	4068
AP	Rangareddi	Cotton	-	2010-11	Kharif	4068
AP	Rangareddi	Gram	-	2008-09	-	2456
AP	Rangareddi	Gram	-	2008-09	Rabi	2456
AP	Rangareddi	Gram	-	2009-10	-	2079
AP	Rangareddi	Gram	-	2009-10	Rabi	2079
AP	Rangareddi	Gram	-	2010-11	-	2161
AP	Rangareddi	Gram	-	2010-11	Rabi	2161
AP	Rangareddi	Ground Nut	-	2008-09	-	2439
AP	Rangareddi	Ground Nut	-	2008-09	Kharif	2071
AP	Rangareddi	Ground Nut	-	2008-09	Rabi	2445
AP	Rangareddi	Ground Nut	-	2009-10	-	2594
AP	Rangareddi	Ground Nut	-	2009-10	Kharif	
AP	Rangareddi	Ground Nut	-	2009-10	Rabi	2594
AP	Rangareddi	Ground Nut	-	2010-11	-	3540
AP	Rangareddi	Ground Nut	-	2010-11	Kharif	
AP	Rangareddi	Ground Nut	-	2010-11	Rabi	3540
AP	Rangareddi	Jowar	-	2008-09	-	1038
AP	Rangareddi	Jowar	-	2008-09	Kharif	918
AP	Rangareddi	Jowar	-	2008-09	Rabi	1224
AP	Rangareddi	Jowar	-	2009-10	-	1093
AP	Rangareddi	Jowar	-	2009-10	Kharif	846
AP	Rangareddi	Jowar	-	2009-10	Rabi	1642
AP	Rangareddi	Jowar	-	2010-11	-	1225
AP	Rangareddi	Jowar	-	2010-11	Kharif	846
AP	Rangareddi	Jowar	-	2010-11	Rabi	2960
AP	Rangareddi	Maize	-	2008-09	-	810
AP	Rangareddi	Maize	-	2008-09	Kharif	804
AP	Rangareddi	Maize	-	2008-09	Rabi	911
AP	Rangareddi	Maize	-	2009-10	-	878
AP	Rangareddi	Maize	-	2009-10	Kharif	852
AP	Rangareddi	Maize	-	2009-10	Rabi	1102
AP	Rangareddi	Maize	-	2010-11	-	881
AP	Rangareddi	Maize	-	2010-11	Kharif	852
AP	Rangareddi	Maize	-	2010-11	Rabi	1034
AP	Rangareddi	Mesta	-	2008-09	-	
AP	Rangareddi	Mesta	-	2008-09	Kharif	
AP	Rangareddi	Mesta	-	2009-10	-	
AP	Rangareddi	Mesta	-	2009-10	Kharif	
AP	Rangareddi	Mesta	-	2010-11	-	2326
AP	Rangareddi	Mesta	-	2010-11	Kharif	2326
AP	Rangareddi	Paddy	-	2008-09	-	873
AP	Rangareddi	Paddy	-	2008-09	Kharif	912
AP	Rangareddi	Paddy	-	2008-09	Rabi	812
AP	Rangareddi	Paddy	-	2009-10	-	910
AP	Rangareddi	Paddy	-	2009-10	Kharif	924
AP	Rangareddi	Paddy	-	2009-10	Rabi	891
AP	Rangareddi	Paddy	-	2010-11	-	937
AP	Rangareddi	Paddy	-	2010-11	Kharif	924
AP	Rangareddi	Paddy	-	2010-11	Rabi	954
AP	Rangareddi	Ragi	-	2008-09	-	884
AP	Rangareddi	Ragi	-	2008-09	Kharif	881
AP	Rangareddi	Ragi	-	2008-09	Rabi	939
AP	Rangareddi	Ragi	-	2009-10	-	1168
AP	Rangareddi	Ragi	-	2009-10	Kharif	879
AP	Rangareddi	Ragi	-	2009-10	Rabi	1614
AP	Rangareddi	Ragi	-	2010-11	-	935
AP	Rangareddi	Ragi	-	2010-11	Kharif	879
